"Subject","Activity","tBa-X-Mean","tBa-Y-Mean","tBa-Z-Mean","tBa-X-Std","tBa-Y-Std","tBa-Z-Std","tGa-X-Mean","tGa-Y-Mean","tGa-Z-Mean","tGa-X-Std","tGa-Y-Std","tGa-Z-Std","tBaJ-X-Mean","tBaJ-Y-Mean","tBaJ-Z-Mean","tBaJ-X-Std","tBaJ-Y-Std","tBaJ-Z-Std","tBg-X-Mean","tBg-Y-Mean","tBg-Z-Mean","tBg-X-Std","tBg-Y-Std","tBg-Z-Std","tBgJ-X-Mean","tBgJ-Y-Mean","tBgJ-Z-Mean","tBgJ-X-Std","tBgJ-Y-Std","tBgJ-Z-Std","tBaM-Mean","tBaM-Std","tGaM-Mean","tGaM-Std","tBaJM-Mean","tBaJM-Std","tBgM-Mean","tBgM-Std","tBgJM-Mean","tBgJM-Std","fBa-X-Mean","fBa-Y-Mean","fBa-Z-Mean","fBa-X-Std","fBa-Y-Std","fBa-Z-Std","fBa-F-X-Mean","fBa-F-Y-Mean","fBa-F-Z-Mean","fBaJ-X-Mean","fBaJ-Y-Mean","fBaJ-Z-Mean","fBaJ-X-Std","fBaJ-Y-Std","fBaJ-Z-Std","fBaJ-F-X-Mean","fBaJ-F-Y-Mean","fBaJ-F-Z-Mean","fBg-X-Mean","fBg-Y-Mean","fBg-Z-Mean","fBg-X-Std","fBg-Y-Std","fBg-Z-Std","fBg-F-X-Mean","fBg-F-Y-Mean","fBg-F-Z-Mean","fBaM-Mean","fBaM-Std","fBBaJM-Mean","fBBaJM-Std","fBBgM-Mean","fBBgM-Std","fBBgJM-Mean","fBBgJM-Std","V-tBa-G-Mean","V-tBaJ-G-Mean","V-tBg-G-Mean","V-tBgJ-G-Mean","V-G-X-Mean","V-G-Y-Mean","V-G-Z-Mean"
"26","Walking Upstairs","0.27269139","-0.0281633797","-0.121943461","-0.1690069524","-0.0491726303","-0.4045969365"," 0.94209526","-0.2461696562","-0.0019931057","-0.96201139","-0.93785816","-0.92963680","0.075564532"," 2.0917168e-03","-1.1708928e-02","-0.2908799659","-0.3997714738","-0.677995585","-0.0247950826","-0.0657601804"," 0.07214589735","-0.550274396","-0.6030971105","-0.309088055","-0.097559020","-0.038624410","-0.0595558393","-0.515829417","-0.725210291","-0.5563902180","-0.14287449938","-0.150707107","-0.14287449938","-0.150707107","-0.4044638964","-0.334531345","-0.3444270476","-0.514032410","-0.648099850","-0.661829657","-0.242820756","-0.1855283133","-0.499502759","-0.1428438384","-0.0439473074","-0.400902256","-0.38439385989","-0.2313589591","-0.18908858676","-0.3045405563","-0.4193446960","-0.639741265","-0.3420754320","-0.4200557813","-0.7157268938","-0.2225139149","-4.7767664e-01","-0.3785219150","-0.427686571","-0.617112540","-0.342703926","-0.59081230","-0.598236640","-0.362052183","-0.0693017134","-0.0956417029","-0.21650072015","-0.1675663834","-0.27422622727","-0.2949704709","-0.393715352","-0.55608477818","-0.569632000","-0.673580663","-0.669846295"," 4.1899555e-02"," 0.04661430604","-0.13823147091","-2.3517230e-02","-0.77502334"," 2.5303478e-01"," 0.02317859489"
"27","Walking Upstairs","0.26577025","-0.0200953324","-0.123530438","-0.2954395473","-0.0950104077","-0.2307078767"," 0.86800028","-0.2292786596","-0.2946426402","-0.95643387","-0.94771338","-0.92667538","0.073476353","-1.4022937e-02"," 6.7467911e-03","-0.4680661894","-0.4268334994","-0.633722935","-0.0940344887"," 0.0021249939"," 0.14012985578","-0.562461005","-0.5879668006","-0.169960785","-0.093751871","-0.050923522","-0.0629013723","-0.695774948","-0.711148438","-0.6768764694","-0.16058935598","-0.379948786","-0.16058935598","-0.379948786","-0.4790674222","-0.464610567","-0.2861457196","-0.501775426","-0.699895091","-0.724671165","-0.417607401","-0.2496885178","-0.418886395","-0.2535040657","-0.0794059823","-0.197338871","-0.46542579235","-0.1813564063","-0.26155040100","-0.5031138563","-0.4424656125","-0.608544242","-0.4789233725","-0.4501164312","-0.6571394208","-0.3616483574","-3.7267180e-01","-0.4542778031","-0.544369229","-0.594092580","-0.400528455","-0.57425428","-0.587869474","-0.183508697","-0.2387207316","-0.1254110208","-0.43010251294","-0.3939289371","-0.46870773451","-0.4607702778","-0.473011559","-0.60766773020","-0.523335975","-0.719179804","-0.751714313"," 3.0261046e-02"," 0.01736880894"," 0.03613437667","-3.2219893e-02","-0.62449300"," 2.4118897e-01"," 0.23268802804"
"28","Walking Upstairs","0.26200584","-0.0279443943","-0.121514026","-0.2420624303","-0.1467538770","-0.2859869137"," 0.85450823","-0.3332239967","-0.2652078584","-0.94469780","-0.92764109","-0.90051401","0.070683187"," 2.2298541e-02"," 7.4908166e-03","-0.3126716559","-0.3316024074","-0.637488941","-0.1293629708"," 0.0212250958"," 0.10372098771","-0.518818228","-0.4793195214","-0.189306813","-0.080568055","-0.049255213","-0.0752610437","-0.494282914","-0.690571102","-0.6035682641","-0.18624050396","-0.211928666","-0.18624050396","-0.211928666","-0.3880862482","-0.325362338","-0.2634152827","-0.476923345","-0.620279798","-0.670132121","-0.266101343","-0.1905890691","-0.401732939","-0.2337266439","-0.1785549811","-0.281685160","-0.37898188102","-0.0852282261","-0.19265739249","-0.3188667300","-0.3580093733","-0.587813565","-0.3702736800","-0.3490265676","-0.6879076337","-0.2320745378","-3.6275097e-01","-0.3072015185","-0.403636284","-0.522066501","-0.318211000","-0.55638341","-0.459989316","-0.226243375","-0.1157291014","-0.2510742314","-0.30325451648","-0.2135193648","-0.33462616882","-0.2944334157","-0.374495908","-0.53483540961","-0.528187017","-0.662505819","-0.704852757"," 6.1758846e-02"," 0.05028117477"," 0.09943294463","-3.6965448e-02","-0.58276252"," 3.1472507e-01"," 0.20900081314"
"29","Walking Upstairs","0.26542307","-0.0299465312","-0.118000588","-0.0867715570","-0.1221282876"," 0.0995443502"," 0.92925895","-0.2271201253"," 0.0443786012","-0.95418901","-0.92300780","-0.85884947","0.106345193","-6.8901919e-04","-2.9071387e-02","-0.1823658151","-0.3886241955","-0.678763767"," 0.0931989463","-0.1523281122"," 0.08543181235","-0.323904732"," 0.0461103045","-0.374815141","-0.130429073","-0.051103512","-0.0680938780","-0.474932606","-0.734225192","-0.5584170241"," 0.00834360271","-0.041469605"," 0.00834360271","-0.041469605","-0.3443248331","-0.254485176"," 0.0439627678","-0.080047615","-0.617340803","-0.712846318","-0.109793480","-0.1960115035","-0.320487883","-0.0790625306","-0.1412580667"," 0.203057837","-0.43825767622","-0.1319720127","-0.51276140567","-0.2250677710","-0.4088866055","-0.646198588","-0.2113853979","-0.4086489469","-0.7101165918","-0.3797893318","-4.4424872e-01","-0.5140547561","-0.260519290","-0.394045341","-0.341700132","-0.35033821"," 0.234346784","-0.444153057","-0.2910467267","-0.6668148153","-0.20181480092","-0.1083064030","-0.15599375590","-0.2391080467","-0.280583557","-0.35721389703","-0.074331470","-0.697454553","-0.756464186"," 5.5566195e-02","-0.05940139608","-0.30031402367"," 1.2292264e-01","-0.78548535"," 2.4143715e-01","-0.00950628417"
"30","Walking Upstairs","0.27141564","-0.0253311699","-0.124697494","-0.3505044752","-0.1273111576"," 0.0249468035"," 0.93182983","-0.2266472922","-0.0221401101","-0.95403362","-0.91493394","-0.86240279","0.057984037","-3.5871923e-03"," 1.6150620e-02","-0.5354202034","-0.5872145429","-0.761942025","-0.0035597458","-0.0779606465"," 0.08146993033","-0.493837521","-0.0840481513","-0.211573580","-0.108414261","-0.014111335","-0.0364157841","-0.742749530","-0.743336958","-0.6651506192","-0.13762785723","-0.327410816","-0.13762785723","-0.327410816","-0.5966000995","-0.561837706","-0.1136083673","-0.169293534","-0.718780257","-0.774439097","-0.420402828","-0.2978137686","-0.367519840","-0.3262603582","-0.1042991803"," 0.121447415","-0.59026148585","-0.3338216970","-0.51224839306","-0.5506784200","-0.5929194408","-0.737803881","-0.5615652066","-0.6108266020","-0.7847538800","-0.4436963292","-5.3674384e-01","-0.6261675974","-0.488039003","-0.366058433","-0.318937002","-0.50348424"," 0.044954554","-0.253427075","-0.3369542405","-0.6427039578","-0.48368327082","-0.4005883538","-0.39450808077","-0.5497848906","-0.580878133","-0.44915073508","-0.151472278","-0.773974452","-0.791349425","-1.8021703e-04"," 0.08689401412","-0.03620120182"," 1.7488858e-02","-0.79011431"," 2.4097541e-01"," 0.03739065002"
" 1","Walking Downstairs","0.28918832","-0.0099185046","-0.107566191"," 0.0300353383","-0.0319359434","-0.2304342132"," 0.93187442","-0.2666103390","-0.0621199586","-0.95055981","-0.93701866","-0.89593970","0.054155316"," 2.9650449e-02","-1.0971973e-02","-0.0122838605","-0.1016013906","-0.345735032","-0.0350781903","-0.0909371290"," 0.09008501420","-0.458030543","-0.1263491949","-0.124702454","-0.073959204","-0.043990278","-0.0270461061","-0.487027342","-0.238824828","-0.2687614802"," 0.02718829141"," 0.019884351"," 0.02718829141"," 0.019884351","-0.0894474808","-0.025787720","-0.0757412544","-0.225724368","-0.295463843","-0.306510646"," 0.038229183"," 0.0015499078","-0.225574472"," 0.0243308391","-0.1129637400","-0.297927895","-0.30739519869"," 0.0632200839"," 0.29432270081","-0.0276638676","-0.1286671576","-0.288334736","-0.0863278966","-0.1345800089","-0.4017214643","-0.2531643449","-3.3758970e-01"," 0.0093722389","-0.352449631","-0.055702252","-0.031869427","-0.49542249","-0.181414729","-0.238443565","-0.1004537290"," 0.0825511487","-0.07567620677"," 0.0965845343","-0.18653030107"," 0.0262184949","-0.104052261","-0.18572028574","-0.398350390","-0.281963359","-0.391919877","-2.6951252e-03"," 0.08993168655"," 0.06333828492","-3.9976846e-02","-0.74448375"," 2.6724578e-01"," 0.06500470722"
" 2","Walking Downstairs","0.27761535","-0.0226614158","-0.116812942"," 0.0463666814"," 0.2628817890","-0.1028379081"," 0.86183135","-0.3257801006","-0.0438890163","-0.94036176","-0.94006853","-0.93143831","0.110040616","-3.2795908e-03","-2.0935168e-02"," 0.1472491432"," 0.1268280146","-0.340122023","-0.1159473529","-0.0048232923"," 0.09717380891","-0.320789230","-0.4157391449","-0.279418388","-0.058103850","-0.042147026","-0.0710229817","-0.243940593","-0.469396701","-0.2182663186"," 0.08995112050"," 0.215586335"," 0.08995112050"," 0.215586335"," 0.0056551634"," 0.229617185","-0.1621885869","-0.274844111","-0.410872671","-0.343187875"," 0.112841160"," 0.2783450418","-0.131290772"," 0.0161046199"," 0.1719739730","-0.162032894","-0.27371160966"," 0.0119309606"," 0.09036785465"," 0.1381206811"," 0.0962091608","-0.271498721"," 0.0499590625"," 0.0808333491","-0.4082274232","-0.1438981495","-3.5751450e-01","-0.2347039324","-0.145775970","-0.361913824","-0.087494474","-0.37943667","-0.458732747","-0.422987665","-0.0375298023"," 0.0770894557"," 0.13677495840"," 0.2934248266","-0.02147878817"," 0.2222474096"," 0.227480733","-0.32083854355","-0.372576755","-0.380175306","-0.343698985","-2.4329109e-02","-0.00637550521"," 0.36655118021","-7.3580299e-02","-0.62498557"," 3.1180031e-01"," 0.05372939856"
" 3","Walking Downstairs","0.29242348","-0.0193554079","-0.116139843","-0.0574100475","-0.0331503723","-0.3622402455"," 0.93905779","-0.2288292143","-0.1023527580","-0.95006113","-0.94609464","-0.89994395","0.072568929"," 1.0970777e-02","-2.0272798e-03","-0.0858010042","-0.1114391950","-0.571735243","-0.1315732765","-0.0139358044"," 0.12382673835","-0.261653414","-0.5467403880","-0.442307768","-0.077870165","-0.039156793","-0.0416193131","-0.285683162","-0.680947338","-0.3746054123","-0.06281261183","-0.041134008","-0.06281261183","-0.041134008","-0.2052392467","-0.092632449","-0.2152945012","-0.245794699","-0.508567577","-0.583919211","-0.042170694","-0.0077004830","-0.404452414","-0.0654417193","-0.1097223543","-0.389723034","-0.32586369473"," 0.0529065241","-0.05660030448","-0.0906707125","-0.1359385426","-0.529059451","-0.1654428987","-0.1477282401","-0.6135250743","-0.2295994325","-3.5602331e-01","-0.2744217160","-0.129066574","-0.542694164","-0.302866461","-0.30863033","-0.553094540","-0.548164313","-0.1598886212","-0.1099724581"," 0.09100728418"," 0.0289413196","-0.23384942212","-0.0494779773","-0.159102288","-0.33237662937","-0.322440827","-0.576277199","-0.624910821","-4.7579424e-02","-0.01084949942"," 0.31378389612","-7.7283993e-02","-0.76682353"," 2.4092718e-01"," 0.09322126120"
" 4","Walking Downstairs","0.27996533","-0.0098020085","-0.106777525"," 0.0111935496","-0.2185983250","-0.4791859771"," 0.94773186","-0.0620852773"," 0.1487148089","-0.95525888","-0.93206604","-0.93775379","0.097186275"," 5.6378022e-03","-7.2913777e-03","-0.1457597087","-0.1462422949","-0.626646987","-0.1028388225","-0.0704025952"," 0.05926394948","-0.370244695","-0.6994535371","-0.498480800","-0.092128273","-0.034843491","-0.0492836436","-0.395995494","-0.816858240","-0.3257800737","-0.04916167267","-0.081955904","-0.04916167267","-0.081955904","-0.2288514137","-0.216858922","-0.3466062928","-0.380572625","-0.592843015","-0.637079544","-0.072239228","-0.1296066395","-0.494683452"," 0.0390098263","-0.3225313177","-0.512694303","-0.34228569640"," 0.2135817450"," 0.04783756696","-0.1616329077","-0.1729416287","-0.583917371","-0.2082500623","-0.1772020943","-0.6688673344","-0.1791151760","-1.8129319e-01","-0.1697022612","-0.240298893","-0.717545840","-0.318306481","-0.41491900","-0.691518367","-0.621658471","-0.1271453770","-0.1854856311"," 0.37707409680","-0.0190743352","-0.26364403029","-0.1752952866","-0.280426777","-0.42921336956","-0.457674088","-0.621752456","-0.685470932"," 6.3375938e-04","-0.05252972187"," 0.35362604422","-6.2561954e-02","-0.85240905"," 1.2653817e-01","-0.08320154676"
" 5","Walking Downstairs","0.29354393","-0.0085010753","-0.100319931"," 0.2750461105"," 0.0907630761","-0.3258914353"," 0.95664935","-0.0607578318"," 0.0216777910","-0.95049094","-0.91236342","-0.92719273","0.109650600"," 1.3761823e-02"," 2.1339766e-02"," 0.0322415502"," 0.0473612315","-0.522651638","-0.0682945699","-0.0707805999"," 0.08065599896","-0.460646845","-0.4091341491","-0.227869042","-0.110149008","-0.070829659","-0.0399656936","-0.411302217","-0.514591487","-0.0344217467"," 0.21113885364"," 0.205422376"," 0.21113885364"," 0.205422376","-0.0637528559","-0.029257051","-0.2180298353","-0.360678305","-0.397195621","-0.450303212"," 0.098432009"," 0.0792280694","-0.374740090"," 0.3365547249"," 0.0268269875","-0.353397850","-0.45352450106"," 0.0363662394","-0.00437220373","-0.0368012151","-0.0568032958","-0.491979946"," 0.0110559332"," 0.0901720097","-0.5511780753","-0.3509116218","-4.7099474e-01","-0.3035233607","-0.295345101","-0.382483075","-0.034175028","-0.51494094","-0.431552775","-0.374705187","-0.0089228655","-0.0076424209"," 0.21155580700"," 0.1557421688"," 0.04285336233"," 0.0091839426","-0.089735700","-0.34933841473","-0.484141274","-0.453697247","-0.487128423","-3.9738462e-02","-0.04140085162"," 0.12368646621","-1.4044681e-03","-0.94711653"," 1.2587692e-01"," 0.00648109545"
" 6","Walking Downstairs","0.27704526","-0.0195368401","-0.107209356"," 0.3836816398"," 0.3601649588","-0.3202042325"," 0.92853146","-0.2140463344","-0.0030798170","-0.95440627","-0.93357760","-0.93437877","0.103681344"," 9.8768581e-03","-9.3247062e-03"," 0.1652710709"," 0.2765440295","-0.336817322","-0.0960837438","-0.0341782209"," 0.08700125952","-0.198303853","-0.1892295700","-0.094079793","-0.025645223","-0.076808992","-0.0372228650"," 0.039338796","-0.193508405"," 0.1932064990"," 0.33375473146"," 0.373611914"," 0.33375473146"," 0.373611914"," 0.1038450723"," 0.209502174"," 0.0142677822","-0.042627675","-0.082936685","-0.111228416"," 0.328308506"," 0.3397711738","-0.277602591"," 0.4033697667"," 0.2832478376","-0.406014311","-0.41164933625"," 0.0219111782"," 0.30625316644"," 0.1365549913"," 0.1372024523","-0.283086205"," 0.0886515099"," 0.3412423926","-0.3890570471","-0.3157576949","-4.8434366e-01","-0.0348254246"," 0.063371605","-0.130327466"," 0.152845249","-0.28672491","-0.235470976","-0.275667263"," 0.0015044663"," 0.1511258752"," 0.30296364294"," 0.3959580346"," 0.14462275706"," 0.2438342588"," 0.154808861","-0.01437354340","-0.242353857","-0.132705384","-0.145733545","-4.5308517e-02","-0.03583696792"," 0.31270678779","-2.0712926e-01","-0.80407712"," 2.3277154e-01"," 0.02396157461"
" 7","Walking Downstairs","0.28030708","-0.0166332373","-0.096938309"," 0.0660815601","-0.1381790727","-0.0636402448"," 0.93062363","-0.1298716731","-0.1549355385","-0.96487596","-0.95267869","-0.92875647","0.096892618","-1.9106108e-02","-1.6039039e-02"," 0.0285033927","-0.2962796748","-0.347107758","-0.1054096130","-0.0497174606"," 0.11689476904","-0.407744096","-0.2926261361","-0.401051416","-0.059727351","-0.038190428","-0.0789469343","-0.510731018","-0.299520205","-0.4252003716"," 0.01987952859"," 0.214544028"," 0.01987952859"," 0.214544028","-0.1703196194"," 0.090183628","-0.1887408189","-0.259751603","-0.399229959","-0.294778677"," 0.044342832","-0.1453023114","-0.139216222"," 0.0730110798","-0.1901871413","-0.100121493","-0.36565054945","-0.0314736616"," 0.08244242444","-0.0305226686","-0.3162365103","-0.296494903","-0.0042628914","-0.3243785603","-0.3977745035","-0.3336272890","-4.1419628e-01","-0.3820241515","-0.339301470","-0.214443073","-0.299600268","-0.43273097","-0.351717743","-0.495120053","-0.2198677020"," 0.2005662715"," 0.00763719460"," 0.2189110662"," 0.02144409769"," 0.0673898861"," 0.107856840","-0.25504505740","-0.396909652","-0.289096677","-0.353544696","-3.8615360e-02","-0.03072602134"," 0.25990181404","-1.0021802e-01","-0.77802754"," 1.7298945e-01"," 0.13163990860"
" 8","Walking Downstairs","0.28348409","-0.0211058675","-0.107598135"," 0.0241393474"," 0.3438262731"," 0.1337170395"," 0.91402350","-0.1876102434","-0.1418179350","-0.94576656","-0.94158093","-0.89719001","0.118938088","-3.8019385e-02","-3.9435616e-02"," 0.2501437245"," 0.2881407188","-0.013513627","-0.1211896260","-0.0500760173"," 0.11414385515","-0.258430886"," 0.0243131208","-0.129565243","-0.034928349","-0.053496969","-0.0867903297","-0.267887897","-0.070452651","-0.1896044435"," 0.17659931182"," 0.131337867"," 0.17659931182"," 0.131337867"," 0.2626284903"," 0.253408256"," 0.0993429744","-0.046629187","-0.126189143","-0.157484867"," 0.136590200"," 0.3884127798"," 0.159589757","-0.0260463260"," 0.2321840781"," 0.021491484","-0.20075785100"," 0.0511555478"," 0.22307848956"," 0.2148414028"," 0.2206396879"," 0.058609689"," 0.1726589821"," 0.2739437918","-0.0846674187","-0.1709978972","-3.3765097e-01","-0.1803913385","-0.130740445"," 0.116090879"," 0.027749807","-0.30273510","-0.046135632","-0.268253406","-0.1771729588"," 0.0716794238","-0.00513040191"," 0.3016267573","-0.15614109358"," 0.3315284599"," 0.134734731","-0.00036272967","-0.255590314","-0.125179587","-0.262984470","-1.4368061e-02","-0.11946535818"," 0.26529053508","-1.6187153e-01","-0.73418021"," 2.1326203e-01"," 0.12308545015"
" 9","Walking Downstairs","0.29592345","-0.0203994269","-0.091027879"," 0.2133922705","-0.2083107055","-0.0077153004"," 0.93841777","-0.0352304645","-0.0822761749","-0.95214122","-0.93630656","-0.87664130","0.130193044","-2.0686597e-02"," 2.6256885e-03"," 0.0176233422","-0.3094424725","-0.359513363","-0.0916383011","-0.0712598843"," 0.11680440069","-0.396429198","-0.3407652331","-0.279685150","-0.094591202","-0.059760833","-0.0678080599","-0.509669314","-0.448602451","-0.4172395510"," 0.14588635794"," 0.265120131"," 0.14588635794"," 0.265120131","-0.1623760893"," 0.039907819","-0.1689214006","-0.322331465","-0.469028434","-0.455855425"," 0.103128506","-0.1831204554","-0.103705823"," 0.2504887589","-0.2735613851","-0.034949493","-0.44063390571"," 0.0625058244","-0.04242666020","-0.0645354342","-0.3136430418","-0.293677790"," 0.0093822434","-0.3559818214","-0.4253774083","-0.4340221300","-2.3204283e-01","-0.3303182619","-0.325042891","-0.312512195","-0.250686587","-0.42355877","-0.364282566","-0.356561472","-0.1652242316","-0.0035169712","-0.11519199255"," 0.2222039410"," 0.08886716740"," 0.0071687788"," 0.070552614","-0.34754022667","-0.424170737","-0.463172054","-0.485158907","-1.1227766e-01","-0.09212389570"," 0.20164789415","-7.1194993e-02","-0.87432492"," 1.0808915e-01"," 0.08101643831"
"10","Walking Downstairs","0.29040159","-0.0200050771","-0.110848597"," 0.2957335476"," 0.0040791536","-0.1835575620"," 0.93980742","-0.0646160769"," 0.0418715409","-0.93926761","-0.93700382","-0.90208522","0.100959387"," 1.0782490e-02"," 1.5261717e-04"," 0.2232758061","-0.1050203556","-0.318188417","-0.1248395943","-0.1067425388"," 0.07244336856","-0.304745377","-0.3114075253","-0.035302184","-0.064376401","-0.048937805","-0.0720413112","-0.416986139","-0.471650978","-0.2271373896"," 0.25084376939"," 0.156998205"," 0.25084376939"," 0.156998205"," 0.0507010228"," 0.110877231","-0.0238468038","-0.280382851","-0.401854311","-0.494105756"," 0.215665273"," 0.0090466036","-0.157728358"," 0.3249577432","-0.0633337718","-0.268686170","-0.32167905005"," 0.0667192523"," 0.25706731441"," 0.1814191310","-0.1195042956","-0.240679035"," 0.1569126786","-0.1533558026","-0.3961479297","-0.2367797816","-2.9776302e-01"," 0.0189821663","-0.214350280","-0.272495710"," 0.039136681","-0.33951436","-0.343237004","-0.150391638","-0.1772156516","-0.0055595875","-0.04489287184"," 0.2201157034","-0.06167428408"," 0.1569780471"," 0.038026670","-0.31234751029","-0.387780104","-0.484196485","-0.544988519","-3.3344964e-02","-0.03416183895"," 0.27764229558","-7.0191775e-02","-0.87791498"," 1.2831064e-01","-0.00811530789"
"11","Walking Downstairs","0.29160563","-0.0178097721","-0.111070150"," 0.1424565570"," 0.0708122726","-0.3240269380"," 0.94174641","-0.2003219426"," 0.1323716849","-0.95449750","-0.92631047","-0.92581491","0.089716866"," 2.5227420e-02","-2.2520891e-02","-0.0834212653","-0.1268166621","-0.579710482","-0.1250686991","-0.0262775345"," 0.05752445738","-0.374069024","-0.4959117196","-0.318959595","-0.022091627","-0.052027299","-0.0373048406","-0.534374948","-0.684593319","-0.4805591526"," 0.12622765726"," 0.050774365"," 0.12622765726"," 0.050774365","-0.1982061399","-0.127017223","-0.1978833603","-0.339349828","-0.599294761","-0.677750588"," 0.035193723"," 0.0247508134","-0.377624756"," 0.1799067644"," 0.0262777181","-0.348626582","-0.40029638204","-0.0561892265"," 0.00531445171","-0.1204630047","-0.1774792401","-0.530225529","-0.1283416305","-0.1304438298","-0.6289027428","-0.3388499745","-4.5597278e-01","-0.2444146613","-0.318777013","-0.528254524","-0.273459112","-0.39772276","-0.481127495","-0.397220471","-0.2632959356","-0.2552778879","-0.15048004240"," 0.0902807577","-0.13712306037","-0.0974549966","-0.173661754","-0.45617010891","-0.380559427","-0.668340528","-0.714229669","-4.6507254e-02"," 0.02514288842"," 0.29757611978","-2.2367206e-01","-0.78024590"," 2.2126376e-01","-0.07096126172"
